Name in English,Countries,ISO639-3 codes,Degree of endangerment,Number of speakers,Latitude,Longitude
Migueleño,United States of America,sln,Extinct,0,35.7587,-120.6951
Miraña (Brazil),Brazil,boa,Critically endangered,0,-2.021,-65.6982
Mirití Tapuia,Brazil,mmv,Critically endangered,0,0.3076,-69.1699
Mlahso (Syria),Syrian Arab Republic,lhs,Extinct,0,37.0542,41.2363
Mlahso (Turkey),Turkey,lhs,Extinct,0,38.4595,40.6507
Mo-peng,Sierra Leone,None,Extinct,0,7.4714,-12.2607
Mochica,Peru,None,Extinct,0,-7.079,-79.6453
Moksela,Indonesia,vms,Extinct,0,-3.4654,127.1694
Molala,United States of America,mbe,Extinct,0,44.8636,-122.4645
Mozarabic,Spain,None,Extinct,0,37.4574,-3.988
Mulaha,Papua New Guinea,mfw,Extinct,0,-9.7002,147.4351
Múra,Brazil,myp,Extinct,0,-3.3598,-59.2382
Nagumi,Cameroon,ngv,Extinct,0,8.6814,13.1835
Naka'ela,Indonesia,nae,Extinct,0,-2.847,128.5208
Napore,Uganda,None,Extinct,0,3.8478,33.9147
Natchez,United States of America,ncz,Extinct,0,31.5544,-91.3875
New River Shasta,United States of America,sht,Extinct,0,45.2835,-121.7134
Ngarla,Australia,nlr,Extinct,0,-20.5916,119.0917
Ngong,Cameroon,nnx,Extinct,0,9.0044,13.5104
Nila (Nila Island),Indonesia,nil,Extinct,0,-6.7331,129.5288
Nisenan,United States of America,nsz,Extinct,0,38.7654,-121.0064
Nooksack,United States of America,nok,Extinct,0,49.0378,-122.4865
Norn,United Kingdom of Great Britain and Northern Ireland,None,Extinct,0,60.3051,-1.2744
Northeastern Pomo,United States of America,pef,Extinct,0,39.3774,-122.5454
Nukiní,Brazil,nuc,Extinct,0,-7.4931,-73.4765
Nupbikha,Bhutan,npb,Vulnerable,0,27.3937,90.5003
Nyang'i,Uganda,nyp,Extinct,0,3.5024,33.3764
Obispeño,United States of America,obi,Extinct,0,35.2692,-120.6707
Odut,Nigeria,oda,Extinct,0,5.3077,8.2672
Old Prussian,Russian Federation,None,Extinct,0,54.8987,20.4895
Old Sirenik,Russian Federation,ysr,Extinct,0,64.4194,-173.9657
Omagua (Brazil),Brazil,omg,Critically endangered,0,-3.5572,-64.5117
Ona,Argentina,ona,Extinct,0,-54.6229,-67.4121
Ongkor Solon,China,"evn, orh",Extinct,0,46.7774,83.0456
Opon-Carare,Colombia,None,Extinct,0,6.206,-73.7402
Orang Kanaq,Malaysia,orn,Extinct,0,1.8858,103.9814
Palumata,Indonesia,pmc,Extinct,0,-3.1569,126.0516
Panobo,Peru,pno,Extinct,0,-6.97,-74.9267
Papora,China,ppu,Extinct,0,24.2006,120.6037
Pentlatch,Canada,ptw,Extinct,0,49.6971,-125.0033
Phalok,Thailand,None,Extinct,0,18.9582,98.789
Pijao,Colombia,pij,Extinct,0,3.9519,-75.0146
Piru,Indonesia,ppr,Extinct,0,-3.05,128.1747
Polabian,Germany,None,Extinct,0,53.094,11.3461
Pumpokol,Russian Federation,None,Extinct,0,58.6397,87.517
Purisimeño,United States of America,puy,Extinct,0,34.6608,-120.4711
Pyu,Myanmar,None,Extinct,0,18.9424,94.8751
Quapaw,United States of America,qua,Extinct,0,36.9494,-94.7877
Quileute,United States of America,qui,Extinct,0,47.9083,-124.6365
Qwarenya,Ethiopia,None,Extinct,0,9.9207,38.3828
Rangkas,India,rgk,Extinct,0,30.0358,80.1342
Sanhaja of Srair,Morocco,sjs,Critically endangered,0,34.8318,-4.9658
Sei,Sierra Leone,None,Extinct,0,7.5857,-12.5354
Sened,Tunisia,sds,Extinct,0,35.5858,10.8984
Sengmai,India,None,Extinct,0,24.6445,94.0567
Serrano,United States of America,ser,Extinct,0,34.1212,-117.2221
Seru,Malaysia,szd,Extinct,0,1.9195,111.2049
Seward Peninsula Inupiaq (Big Diomede Island),Russian Federation,esk,Extinct,0,65.7853,-169.0686
Singa,Uganda,sgm,Extinct,0,-0.1373,33.695
Siraiya,China,fos,Extinct,0,23.0013,120.3634
Sishee,New Caledonia (France),sih,Extinct,0,-21.7193,165.6738
Siuslaw,United States of America,sis,Extinct,0,43.3773,-124.2371
Slovincian,Poland,csb,Extinct,0,54.6484,17.2485
Southeastern Pomo,United States of America,pom,Extinct,0,39.016,-122.6779
Southern Kamchadal,Russian Federation,None,Extinct,0,52.6963,156.7089
Southern Khanty,Russian Federation,kca,Extinct,0,60.4301,69.9829
Southern Mansi,Russian Federation,mns,Extinct,0,58.4362,65.5664
Soyot,Russian Federation,None,Extinct,0,52.0406,101.0659
Subtiaba,Nicaragua,sut,Extinct,0,12.5266,-86.667
Taman,Myanmar,tcl,Extinct,0,25.1651,95.2514
Tandia,Indonesia,tni,Extinct,0,-2.8552,134.522
Taokas,China,bzg,Extinct,0,24.4471,120.7232
Te'un (Te'un Island),Indonesia,tve,Extinct,0,-6.9809,129.1394
Tetete,Ecuador,teb,Extinct,0,-0.0109,-76.5966
Tillamook,United States of America,til,Extinct,0,45.3449,-123.5309
Togoyo,Sudan,tgy,Extinct,0,8.5049,24.7961
Tonjon,Côte d'Ivoire,tjn,Extinct,0,8.4397,-4.3807
Torá,Brazil,trz,Extinct,0,-6.6646,-61.4135
Tsetsaut,Canada,txc,Extinct,0,55.936,-129.9911
Tunica,United States of America,tun,Extinct,0,31.1262,-92.0673
Tututni,United States of America,tuu,Extinct,0,42.5756,-124.0688
Twana,United States of America,twa,Extinct,0,47.3344,-123.1607
Ubykh (Caucasus),Russian Federation,uby,Extinct,0,43.5585,39.8597
Ubykh (Turkey),Turkey,uby,Extinct,0,40.0402,28.0096
Umutina,Brazil,umo,Extinct,0,-15.0425,-57.1026
Upper Chehalis,United States of America,cjh,Extinct,0,46.4111,-122.9949
Upper Umpqua,United States of America,None,Extinct,0,43.4476,-123.77
Uruava,Papua New Guinea,urv,Extinct,0,-5.9821,155.3137
Urupá,Brazil,None,Extinct,0,-10.898,-61.809
Ventureño,United States of America,veo,Extinct,0,34.2809,-119.2979
Vilela,Argentina,vil,Extinct,0,-26.9808,-59.6777
Wanai,Venezuela (Bolivarian Republic of),mcg,Critically endangered,0,7.1117,-66.7199
Wangkumara,Australia,nbx,Critically endangered,0,-27.2064,142.4597
Wappo,United States of America,wao,Extinct,0,38.8701,-122.5154
Western Mansi,Russian Federation,mns,Extinct,0,61.1432,62.4023
Wiyot,United States of America,wiy,Extinct,0,40.5984,-124.2519
Xakriabá,Brazil,xkr,Extinct,0,-14.5306,-44.0438
Yaaku,Kenya,muu,Extinct,0,0.4394,37.1777
Yameo,Peru,yme,Extinct,0,-4.4449,-73.5644
Yir Yoront,Australia,yiy,Extinct,0,-16.3095,141.4489
Yoba,Papua New Guinea,zgr,Extinct,0,-10.0337,149.2272
Yola,Ireland,None,Extinct,0,52.2266,-6.4846
Yug,Russian Federation,"yug, yuu",Extinct,0,61.0901,88.1982
Yuki,United States of America,yuk,Extinct,0,37.4336,-118.5908
Yurats,Russian Federation,None,Extinct,0,69.2872,81.914
Yurutí (Brazil),Brazil,yui,Extinct,0,-0.1318,-69.1699
Zeem,Nigeria,zua,Extinct,0,9.8389,9.0911
|'Auni,South Africa,ngh,Extinct,0,-26.0105,20.363
|Xam,South Africa,xam,Extinct,0,-32.2853,20.759
ǁKu ǁ'e,South Africa,kqu,Extinct,0,-29.9739,27.0812
ǁKx'au,South Africa,None,Extinct,0,-32.2896,21.7968
ǁXegwi,South Africa,xeg,Extinct,0,-25.35,30.99
A'tong,India,aot,Severely endangered,0,25.2844,91.1755
Aché,Paraguay,guq,Definitely endangered,0,-25.6613,-55.6787
Akie,United Republic of Tanzania,oki,Critically endangered,0,-4.7735,37.3315
Akuriyo,Suriname,ako,Critically endangered,0,2.8442,-55.7556
Alemannic,"Germany, Austria, France, Italy, Liechtenstein, Switzerland","gsw, swg, wae",Vulnerable,0,47.2792,7.6904
Amami,Japan,"ams, kzg, ryn, tkn",Definitely endangered,0,28.3672,129.4958
Amok,"China, Lao People's Democratic Republic, Myanmar, Thailand",mqt,Critically endangered,0,21.361,100.6457
Angku,Myanmar,None,Critically endangered,0,21.4888,100.8325
Auvergnat,France,oci,Severely endangered,0,45.1278,3.1311
Balti,"India, Pakistan",bft,Vulnerable,0,35.0659,76.1901
Baraba Tatar,Russian Federation,None,Severely endangered,0,55.2478,77.893
Baré (Venezuela),Venezuela (Bolivarian Republic of),"bae, mht",Critically endangered,0,1.428,-66.9287
Bavarian,"Germany, Austria, Hungary, Italy, Switzerland, Czech Republic",bar,Vulnerable,0,48.4146,12.6123
Bay Islands Creole,Honduras,None,Critically endangered,0,16.3297,-86.5299
Bellari,India,brw,Critically endangered,0,11.6952,76.4648
Berbice Dutch Creole,Guyana,brc,Critically endangered,0,5.3918,-57.777
Bhalesi,India,bhd,Definitely endangered,0,33.3947,76.1352
Brao,"Cambodia, Lao People's Democratic Republic, Viet Nam",None,Severely endangered,0,14.1177,106.7644
Bungee,Canada,None,Critically endangered,0,50.0667,-96.9763
Burgundian,France,fra,Severely endangered,0,47.2344,4.2517
Cabiyarí,Colombia,cbb,Critically endangered,0,0.1208,-71.1474
Cappadocian Greek (Greece),Greece,cpg,Critically endangered,0,40.9798,24.104
Carabayo,Colombia,cby,Extinct,0,-1.6666,-70.3333
Cavineña,Bolivia (Plurinational State of),cav,Definitely endangered,0,-12.3829,-66.7419
Cayuga (Canada),Canada,cay,Critically endangered,0,43.019,-80.1506
Central Asian Arabic,"Uzbekistan, Tajikistan, Afghanistan","abh, auz",Definitely endangered,0,36.9608,66.8133
Champenois,"Belgium, France",fra,Severely endangered,0,48.6474,4.3725
Chichimec,Mexico,pei,Vulnerable,0,21.2941,-100.5233
Chinook Jargon,United States of America,chn,Critically endangered,0,45.0591,-123.6091
Chiwere,United States of America,iow,Extinct,0,35.9761,-97.3336
Chuang,Cambodia,None,Critically endangered,0,13.5688,105.0589
Corfiot Italkian,Greece,None,Critically endangered,0,39.5908,19.8591
Cornish,United Kingdom of Great Britain and Northern Ireland,cor,Critically endangered,0,50.4575,-4.746
Crimean Turkish,Ukraine,None,Severely endangered,0,44.6764,34.3267
Desano (Colombia),Colombia,des,Definitely endangered,0,0.8898,-70.0543
Domari,"Egypt, Israel, Jordan, Lebanon, Libyan Arab Jamahiriya, Palestine, Syrian Arab Republic",rmt,Severely endangered,0,32.2128,35.2908
East Franconian,"Germany, Czech Republic",vmf,Vulnerable,0,50.0571,10.7336
Eastern Mansi,Russian Federation,mns,Critically endangered,0,60.7752,67.6098
En,Myanmar,None,Critically endangered,0,21.2872,99.4816
Even (Kamtchatka),Russian Federation,eve,Severely endangered,0,56.062,158.9501
Even (Siberia),Russian Federation,eve,Severely endangered,0,67.6593,134.6594
Evenki (Northern Siberia),Russian Federation,"evn, orh",Severely endangered,0,64.2875,100.2282
Evenki (Sakhalin),Russian Federation,"evn, orh",Severely endangered,0,51.727,142.5585
Evenki (Southern Siberia),"Mongolia, Russian Federation","evn, orh",Severely endangered,0,51.9833,116.5833
Figuig,Morocco,None,Vulnerable,0,32.0895,-1.2222
Franc-Comtois,"France, Switzerland",fra,Severely endangered,0,47.2829,6.5093
Gagauz (Deli Orman),Bulgaria,"bgx, gag",Critically endangered,0,43.5963,26.8286
Gagauz (South Balkans),"Greece, The former Yugoslav Republic of Macedonia, Turkey","bgx, gag",Severely endangered,0,41.4633,22.6977
Gangou,China,None,Severely endangered,0,35.55,102.43
Gottscheerish,Slovenia,None,Critically endangered,0,45.6332,14.8123
Guaná,Paraguay,gva,Critically endangered,0,-21.9532,-58.0517
Han (Canada),Canada,haa,Critically endangered,0,64.062,-139.4278
Homshetsma (Caucasus),"Georgia, Russian Federation",hye,Severely endangered,0,43.2452,40.3582
Homshetsma (Turkey),Turkey,hye,Definitely endangered,0,41.468,41.558
Hulaula (Iran),Iran (Islamic Republic of),huy,Extinct,0,35.9068,46.1535
Huron-Wyandot (Canada),Canada,wya,Critically endangered,0,46.8722,-71.3651
Jad,"India, Pakistan",jda,Definitely endangered,0,30.645,78.3627
Jahai,Malaysia,jhi,Critically endangered,0,5.3597,101.7763
Javindo Creole,Indonesia,jvd,Critically endangered,0,-7.0136,110.4345
Jeju,Republic of Korea,None,Critically endangered,0,33.3671,126.4974
Jitnu,Colombia,mbn,Definitely endangered,0,6.5118,-70.8837
Judezmo (Europe),"Albania, Algeria, Bosnia and Herzegovina, Bulgaria, Croatia, Greece, The former Yugoslav Republic of Macedonia, Morocco, Romania, Turkey, Serbia",lad,Severely endangered,0,41.2607,28.4985
Juhur (Israel),Israel,jdt,Definitely endangered,0,31.5166,34.5964
Kaurna,Australia,None,Critically endangered,0,-34.8498,138.6474
Kensiw (Malaysia),Malaysia,kns,Critically endangered,0,5.9033,100.9227
Kentak,Malaysia,knq,Critically endangered,0,5.5383,100.7861
Khasali,India,None,Definitely endangered,0,32.0267,77.893
Kili,Russian Federation,gld,Severely endangered,0,48.8068,134.121
Koro,India,None,Definitely endangered,0,27.1667,92.6312
Kraol,Cambodia,rka,Critically endangered,0,13.588,106.9438
Kravet,Cambodia,krv,Critically endangered,0,14.0175,107.0136
Krueng,Cambodia,None,Severely endangered,0,13.8219,106.9938
Kuay,Cambodia,kdt,Severely endangered,0,13.9047,105.3712
Kunigami,Japan,"okn, xug, yox",Definitely endangered,0,26.7186,128.2131
Lakota,Canada,lkt,Critically endangered,0,49.3276,-106.4439
Langrong,India,None,Critically endangered,0,24.4671,94.1473
Lengua,Paraguay,leg,Severely endangered,0,-22.5125,-58.0957
Livonian,Latvia,liv,Critically endangered,0,57.6101,22.2802
Lorrain,"Belgium, France",fra,Severely endangered,0,48.8357,6.0644
Lua,Thailand,prb,Definitely endangered,0,19.0049,101.184
Macaguaje,Colombia,mcl,Extinct,0,0,-75
Macuna (Colombia),Colombia,myy,Definitely endangered,0,-0.2636,-70.2026
Maká,Paraguay,mca,Definitely endangered,0,-25.2645,-57.2387
Manda,India,mha,Critically endangered,0,20.1384,84.0289
Manx,United Kingdom of Great Britain and Northern Ireland,glv,Critically endangered,0,54.2106,-4.5318
Mawayana (Guyana),Guyana,"mpw, mzx",Critically endangered,0,1.5159,-58.4143
Menri',Malaysia,mnq,Critically endangered,0,5.055,102.2502
Michif,Canada,crg,Critically endangered,0,51.3119,-103.979
Miraña (Colombia),Colombia,boa,Severely endangered,0,-1.5818,-70.5651
Miyako,Japan,mvi,Definitely endangered,0,24.8004,125.2798
Mohawk (Ganienkeh),United States of America,moh,Definitely endangered,0,44.8675,-73.67
Mohawk (Kahnawake),Canada,moh,Definitely endangered,0,45.4013,-73.6677
Mohawk (Kanatsiohareke),United States of America,moh,Definitely endangered,0,42.9116,-74.5587
Mohawk (Kanesatake),Canada,moh,Definitely endangered,0,45.4685,-74.0972
Mohawk (Six nations),Canada,moh,Definitely endangered,0,43.0463,-80.069
Mohawk (Tyendinega),Canada,moh,Definitely endangered,0,44.189,-77.1494
Mohawk (Wahta),Canada,moh,Definitely endangered,0,45.0333,-79.7333
Mok (Lao PDR),Lao People's Democratic Republic,tlq,Definitely endangered,0,20.73,101.4197
Mosquitia Creole,Nicaragua,None,Definitely endangered,0,12.0114,-83.7638
Muinane,Colombia,bmr,Definitely endangered,0,-1.4061,-72.3779
Munsee (United States of America),United States of America,umu,Critically endangered,0,40.8969,-76.3769
Nivaclé,Paraguay,cag,Vulnerable,0,-23.3019,-60.3369
Nivkh (Amur),Russian Federation,niv,Critically endangered,0,53.2684,140.4107
Nogay (Crimea),Ukraine,nog,Severely endangered,0,45.9435,33.9477
Nogay (Dobruja),Romania,nog,Severely endangered,0,44.6491,27.8173
Nonuya,Colombia,None,Critically endangered,0,-0.747,-71.9165
Norman,France,nrn,Severely endangered,0,49.081,-0.6591
Northern Altay,Russian Federation,atv,Severely endangered,0,52.2816,87.4827
Northern Haida,"Canada, United States of America",hdn,Critically endangered,0,54.0397,-132.1776
Northwestern Otomí,Mexico,otq,Vulnerable,0,21.0996,-100.1584
Nukak,Colombia,mbr,Definitely endangered,0,2.3504,-71.3507
Okinawan,Japan,ryu,Definitely endangered,0,26.2047,127.6831
Oneida (Canada),"Canada, United States of America",one,Critically endangered,0,42.8286,-81.4068
Onondaga (Canada),"Canada, United States of America",ono,Critically endangered,0,43.1194,-80.1174
Padri,India,bhd,Vulnerable,0,33.8886,76.3
Palaung,Myanmar,pce,Severely endangered,0,23.1058,97.488
Pale,Myanmar,pce,Severely endangered,0,22.1511,97.8386
Panamanian Creole,Panama,None,Definitely endangered,0,9.3878,-82.2696
Pashayi,Afghanistan,"aee, glh, psh, psi",Vulnerable,0,34.66,70.2
Peco' Creole,Indonesia,pey,Critically endangered,0,-6.2716,106.7871
Phnong,Cambodia,cmo,Severely endangered,0,12.5525,107.3011
Poitevin-Saintongeais,France,fra,Severely endangered,0,46.0579,-0.5493
Potawatomi (Canada),Canada,pot,Critically endangered,0,42.5163,-82.5555
Purik,"India, Pakistan",prx,Vulnerable,0,34.3706,76.0144
Quinault,United States of America,qun,Extinct,0,47.3332,-124.2864
Rama Cay Creole,Nicaragua,None,Definitely endangered,0,11.8834,-83.8
Reyesano,Bolivia (Plurinational State of),rey,Critically endangered,0,-14.7748,-66.9396
Rhenish Franconian,"Germany, France",pfl,Vulnerable,0,49.4467,8.2067
Riang,Myanmar,ril,Critically endangered,0,21.9048,98.2342
Rigolet Inuktitut,Canada,ike,Critically endangered,0,54.1772,-58.4218
Rumai,Myanmar,None,Severely endangered,0,23.7363,97.9927
Samrai,Cambodia,None,Critically endangered,0,12.5063,102.8344
San Andres Creole,Colombia,icr,Vulnerable,0,12.5833,-81.7
Sanapaná,Paraguay,sap,Definitely endangered,0,-22,-59
Scanian,"Denmark, Sweden",swe,Vulnerable,0,55.724,13.6614
Seneca (Canada),Canada,see,Critically endangered,0,43.0555,-80.1938
Siberian Tatar,Russian Federation,tat,Definitely endangered,0,56.4624,73.3447
Sikïiyana,Suriname,sik,Critically endangered,0,1.9991,-56.2719
Siriano (Colombia),Colombia,sri,Definitely endangered,0,0.8788,-70.2685
So-ng,Cambodia,None,Critically endangered,0,11.7244,104.0447
Sogoo,Kenya,oki,Extinct,0,-1.0435,36.6006
South Jutish,"Germany, Denmark",jut,Definitely endangered,0,54.8497,9.3081
Southern Paiute,United States of America,ute,Severely endangered,0,37.6818,-113.088
Spiti,"India, Pakistan",spt,Vulnerable,0,32.2871,78.2652
Squamish,Canada,squ,Critically endangered,0,49.3234,-123.1301
Stieng,Cambodia,None,Severely endangered,0,12.1288,106.7852
Tacana,Bolivia (Plurinational State of),tna,Definitely endangered,0,-13.272,-67.7856
Tagish,Canada,tgx,Critically endangered,0,60.1601,-134.6842
Tailoi,Myanmar,tlq,Critically endangered,0,21.4275,100.7473
Tanimuca-Letuama,Colombia,tnc,Severely endangered,0,-0.6262,-70.5432
Tapieté,"Argentina, Bolivia (Plurinational State of), Paraguay",tpj,Severely endangered,0,-21.7799,-62.644
Tariana (Colombia),Colombia,tae,Critically endangered,0,0.8349,-69.1918
Taruma,Guyana,None,Critically endangered,0,2.515,-59.5678
Tasnusit,Algeria,None,Severely endangered,0,34.623,-1.5614
Tat,Azerbaijan,ttt,Severely endangered,0,41.3438,48.6254
Tati,Iran (Islamic Republic of),"avd, esh, goz, hrz, kgn, okh, rat, rdb, shm, tks, tov, vmh, xkj, xkc, xkp",Definitely endangered,0,38.2036,48.2519
Tatuyo,Colombia,tav,Definitely endangered,0,0.4174,-70.4882
Tazy,Russian Federation,None,Severely endangered,0,43.9236,134.7967
Tempuan,Cambodia,None,Severely endangered,0,13.7238,107.2038
Toba-Maskoy,Paraguay,tmf,Severely endangered,0,-21.5578,-58.0064
Tolcha,India,None,Extinct,0,29.9333,80.0326
Touggourt Tamazight,Algeria,tjo,Severely endangered,0,33.0777,6.0671
Tucano (Colombia),Colombia,tuo,Vulnerable,0,0.6921,-69.8291
Tunisian Judeo-Arabic (Israel),Israel,ajt,Severely endangered,0,32.0779,34.8019
Tuscarora (Canada),Canada,tus,Critically endangered,0,43.072,-80.015
Tuyuca (Colombia),Colombia,tue,Definitely endangered,0,0.3515,-70.2026
Udi (Georgia),Georgia,udi,Severely endangered,0,41.8905,45.913
Unami,United States of America,unm,Extinct,0,39.13,-76.0253
Upper Tanana (Canada),Canada,tau,Critically endangered,0,62.3824,-140.8984
Urum,"Georgia, Russian Federation, Ukraine",uum,Definitely endangered,0,47.0102,36.7822
Wa,Myanmar,None,Severely endangered,0,21.8705,99.6519
Wanano / Kotiria (Colombia),Colombia,gvc,Definitely endangered,0,1.0106,-69.6423
Western Abenaki (Canada),Canada,abe,Critically endangered,0,46.0785,-72.8141
Western Abenaki (United States of America),United States of America,abe,Extinct,0,43.0046,-72.246
Wichi,"Argentina, Bolivia (Plurinational State of)","mzh, wlv, mtp",Vulnerable,0,-22.0041,-63.413
Yaeyama,Japan,rys,Severely endangered,0,24.342,124.1537
Yazva Komi,Russian Federation,koi,Severely endangered,0,60.0348,57.536
Yiddish (Europe),"Germany, Austria, Belarus, Belgium, Denmark, Estonia, Finland, France, Hungary, Italy, Latvia, Lithuania, Luxembourg, Republic of Moldova, Norway, Netherlands, Poland, Romania, United Kingdom of Great Britain and Northern Ireland, Russian Federation, Slovakia, Sweden, Switzerland, Czech Republic, Ukraine",ydd,Definitely endangered,0,53.3571,25.2465
Yonaguni,Japan,yoi,Severely endangered,0,24.458,122.9802
